name,host_is_superhost
Nápoles Recámara   Privada  4 cuadras de WTC,t
Unique Apt BeGrand Polanco |Pool|Jacuzzi |Playroom,t
Habitación con terraza y baño privado B,t
"Spacious Suite with 2BR/2BA & Terrace, 5 guests",t
"Nice Room in San Angel, PH, Plaza Loreto",t
"NEW building, excellent location CDMX    ⛲️✒️",t
"Excelente Departamento Ciudad de Mexico ""céntrico""",t
Habitación ubicación Coyoacán - CDMX sur UNAM,t
Polanco Amazing PG Best Location,t
Juárez Room,t
Casa Monarca the place where you can thrive.,t
El Vitral: Private Room with Full Bathroom,t
"Serenidad, calidez de sol y naturaleza para tu paz",t
SUITE TOTALMENTE AMUEBLADA,t
"Bello. Amueblado y equipado,  Internet. Ejecutivos",t
BE*ROOMIE CONDESA,t
POLANCO LONG TERM RENTAL *OPPORTUNITY* 50% OFF,t
"Suite Mérida , mejor alternativa.",t
$280 for night!! Entire Flat -Long stays!,t
Habitación El librero - cómoda y amplia,t
Casa acogedora en Coyoacan/Cozy house in Coyoacan,t
Cozy room in gorgeous apartment at Roma-Condesa,t
Spacious 2 bedroom (1 bed+studio) in Roma Sur,t
Modern and beautiful space near Reforma Av.,t
"Moderno, Cómodo y Elegante, cerca del centro",t
CASA CENBI,t
"BEAUTIFUL APARTAMENT (SANTA FE, CDMX)",t
"Unique apartment, located in the best area!",t
CENTER Cozy Apartment Fully Equipment BestLocation,t
Hermoso departamento amueblado muy ubicado,t
Departamento privado,t
Habitación  para mujeres bien ubicada y práctica,t
Casa tranquila de historias antiguas,t
"Casa Amores Private Room 2  ""Buda Room""",t
CONDESA CUTE ROOM,t
Small cute room room,t
Habitación Sencilla - Arena CDMX,t
Private ROOM in an ORIGINAL place in la ROMA,t
ROOM in artist residency. $170/night :),t
Descansa en centrico apartamento,t
Recámara con jardín,t
Hermoso cuarto enfrente de los viveros/coyoacan3,t
Hermoso departamento de 2 pisos en Condesa/Polanco,t
Mayita’s House habitación 1,t
Cuarto Verde  privado con baño propio,t
Cuarto grigio con baño privado,t
Cuarto blu con baño privado propio,t
Habitación en Coyoacán,t
"Habitación individual en el área de Santa Fe, CDMX",t
Nueva habitación privada sobre residencia familiar,t
Gorgeous apt near Parque Hundido-Patriotismo,t
"Habitación#4 bonita, cómoda y limpia  baño privado",t
"Dos recámaras, mat 2 per ind 1 persona, baño priv",t
Habitación#1 Bonita cómoda limpia Colonia  céntric,t
"Habitación#3 Bonita cómoda limpia,colonia céntrica",t
Stylish and charming room in the heart of Condesa,t
"Cuarto grande, acogedor y moderno en Roma Norte",t
Mayita’s house habitación 2,t
Cuarto en Coyoacán,t
Agradable recámara en terraza 30% descto.  mensual,t
Habitación A estilo Mexicano en San Ángel.,t
L’Olive Nice View. 5 min to WTC. Clean & Sanitized,t
La casa de los corazones /The House Of Hearts,t
"Cozy, new & great apartment in Roma/Condesa",t
Habitación amplia con baño independiente. Céntrico,t
Habitación privada. 3 a 4 personas,t
Explore City Center on Foot in Our Immaculate ROOM,t
Ideal Long Stay and Remote work Home at Rome in iconic building,t
Nuevo y cómodo sofacama gris en espacio compartido,t
Gran apartmento en el corazón de la Roma-Condesa,t
Super Clean ROOM w/Private Bath |  POLANCO,t
COZY ROOM IN ROMA 2 /CUARTO ACOGEDOR EN ROMA SUR 2,t
Apartment de Lujo / Loft Mirador Alameda Central,t
Habitación cerca de Polanco y junto al metro,t
Brand new and modern loft with great location!,t
Polanco - Private Room 2 in México City,t
Nice Apartment south of the city,t
Pretty Studio,t
Habitación cerca Anáhuac Sur/UTEC CFE/Santa Fe (B),t
Depa a 800 metros de Foro Sol y P. de los Deportes,t
Escandonia,t
Departamento Céntrico y Acogedor,t
Loft in Coyoacán very close to Frida Kahlo Museum,t
Amplia  habitación matrimonial con baño privado,t
Moderno depa en la Narvarte * Modern NEW apartment,t
"Charming, clean and central apartment at Roma Sur",t
Casa Gloria 2,t
Increible y Comoda habitación al sur de CDMX,t
Impresionante y Comoda Casa centrica al sur cdmx,t
CASA BONITA  (6 cuartos / hasta 15 personas),t
"Comoda y sencilla habitación, sinatel, cdmx",t
Un hogar acogedor y buena vibra en la gran CDMX,t
Zimmer im Herzen Mexiko-City,t
"Nice apartment completely remodeled in ""Del Valle""",t
Embajada Americana Las Garzas Apartamento Zen@Cozy,t
"Casa Veracruz in Condesa | 2 BDR, 2 Bath + Rooftop",t
2 Bedroom Suite Fully equipped @ Anzures,t
"Casa de las Buganvilias, Taxco 1",t
Spacious apartment in the symbolic heart of Mexico,t
Rodrigo's Place,t
Departamento residencial con excelente ubicación 2,t
Departamento en Centro Historico DF,t
Master bedroom near Coyoacán subway.,t
"Cozy, chic & spacious room. Very well located",t
Portika Polanco. Ideal para estancias de trabajo.,t
Hermoso departamento estilo colonial,t
Amplia habitación en casa colonial en Coyoacán,t
Comoda habitación cerca del world trade center,t
"Casa Azul In La Condesa: Fresh, Cool & Cozy",t
Vintage Styled Apartment with Terrace,t
"Loft Blanco In La Condesa: Fresh, Cool & Cozy",t
Estadio Azteca y Hospitales: Depto en Condominio,t
Beautiful and newly remodeled Condesa apartment,t
"Cozy, Quiet Appartment in the Heart of Mexico City",t
"Depto. Cerca de condesa y WTC  remodelado, seguro",t
"Villa Immaculata, luminous new apartment by zocalo",t
Chapultepec Bedroom ll,t
"Habitación Cactus (Beautiful, comfortable, clean)",t
Private room with terrace to relax in Condesa!,t
Stylish Apartment in the heart of Roma/Condesa,t
Habitación independiente  todos los servicios,t
1 Queen Bed apt @ the middle of everything,t
"Fantastic private room in Condesa, Mexico city.",t
Best location!  Roma Condesa Mexico City Cosy Apt,t
Departamento con vista espectacular. Alto Polanco.,t
BEST APARTMENT BUILDING IN THE HEART CDMX POLANCO,t
Little piece of Mexico,t
Habitación privada 1 a 2 personas. Baño privado.,t
Un sueño en México Pool+amazing view+best location,t
Habitación privada Unam/Coyoacán,t
Love for Mexico,t
Departamento completo en el Corredor Roma-Condesa,t
Green Room,t
The coolest room with the best location,t
Habitación entre Insurgentes sur y Av. Universidad,t
"Mexico My Love, Tennyson & Masaryk, Sunny Terraces",t
2 Bedroom Apt @ at the best of CDMX,t
Suites Copérnico Polanco Anzures,t
Enjoy 1 Bedroom Suite @ Anzures,t
Full Apartment in Great and Safe Location !!,t
Casa de Huéspedes Julia-Depto completo planta baja,t
☆Cómodo Loft en el Corazón de Coyoacán☆ Sanitizado,t
EXCLUSIVE 120 SQM. BROWNSTONE LOFT. PRIME LOCATION,t
2 Cachito mexicano,t
Lovely place in the best neighborhood / Roma Norte,t
"Bienvenidos a la Colonia Álamos, cdmx",t
"La Roma, barrio lindo",t
Suite Rosas,t
Luxury apartment in iconic Mexico City building,t
Lugar apacible con excelente vista,t
CASA GUZMAN CDMX GREAT HOUSE!!,t
"Mi casa, Tu casa",t
Habitación nueva con baño privado cerca de Polanco,t
Castillo Vargas Habitación Azul,t
"Beautiful and confortable room, south of the city.",t
Pink District! Departamento en Zona Rosa,t
"Beautiful Loft at Torre Siroco, Santa Fe",t
Super cute apartment near Coayoacan & Museums,t
The Olsen Room - Santa Fe,t
Estudio Agapi Room III (Colonia Condesa),t
Estudio Agapi Room I,t
Estudio Agapi Room II,t
A Hippie Chic Apartment,t
Departamentos amoblados con alberca climatizada!!!,t
Departamento completo 1 Habitación en Santa Fe,t
Nice and big duplex well located,t
Familia Castillo Vargas (morada),t
Amplia Habitación Privada con Baño en Coyoacán,t
Ideal para estudiantes,t
"Casa de las Buganvilias, Emerson 7",t
Cuarto privado- Centro de Tlalpan. Ideal doctores.,t
2 cuartos en tradicional barrio de Coyoacán,t
Beautiful rooms for 4 in SAN ANGEL near ITAM UNAM,t
LOFT PANORÁMICO/CENTRO HISTÓRICO/CIUDAD DE MÉXICO,t
Habitación privada a 5 minutos del Ángel caminando,t
"Comodidad, extraordinaria ubicación y seguridad.",t
CONDESA AUTHENTIQUE  2Br-2Bth 4/7p,t
Brand new and modern loft with great location!,t
Brand new and modern loft with great location!,t
Brand new and modern loft with great location!,t
Recámara ubicada en la Zona Rosa Ciudad de México.,t
Bonito cuarto privado en zona increíble.,t
⭐️MINI LOFT EQUIPADO EN LINDAVISTA CDMX⭐️2 PERSONAS,t
Apartamento para estancias de trabajo o vacaciones,t
"Stylish Apartment at High Park, Avenida Santa Fe",t
"Sur CDMX en Pedregal. ITAM, H. Ángeles, PFP, PEMEX",t
Habitación con baño privado en Col. Del Valle.,t
Habitación privada cerca de la marquesa,t
Super Equipado en Polanco Av. Presidente Masaryk,t
Depto nuevo La Viga \ New department La Viga,t
Rooftop Santi. Cerca del Hospital 20 de Noviembre,t
Muy cercano a Autódromo Pacio de Deportes Foro sol,t
Cdmx Explore Roma Condesa From a Stylish Apartment,t
Cozy space in a quiet neighborhood of Coyoacan,t
ROMA URBAN LOFT,t
"Cómoda y linda habitación, caminando a CU-UNAM",t
Zen oasis Del Valle,t
Loft para profesionistas en estancias de trabajo,t
Habitación ubicación Coyoacán - CDMX sur UNAM,t
Satya - Room San Pedro de los Pinos,t
"Hermosa Suite, Penthouse Polanco",t
50% de descuento!! Casa completa con Terraza!,t
Roma Spot: Chill place at hip neighborhood,t
Roma Spot: Chill place at hip neighborhood,t
Roma Spot: Chill place at hip neighborhood,t
Roma Spot: Chill place at hip neighborhood,t
Penthouse Studio & Terrace in WickedWonderful Roma,t
Frida y Diego 2,t
"Habitación privada cerca de La Raza, ideal médicos",t
CASA TORRUCO GUZMAN CDMX,t
Agradable espacio para mujeres en Coyoacán,t
Habitación de lujo en casa de los 40´s,t
"Spacious, light filled apartment near Roma",t
Habitación privada con baño lindo lugar y ubicado,t
Amplia Habitación c/ baño y roof garden privados,t
Premier Apartment Downtown 4 Guests with AC 1604,t
"Hospedaje cerca de Santa Fe,CDMX",t
Habitación Centríca CDMX,t
Nice bedroom/own bathroom. Great location Polanco.,t
"Casa Jardín en Coyoacán, al lado de la UNAM / CEPE",t
"King Size, sencilla y en la mejor ubicación...",t
Casa Boutique Reforma - Habitación Juliette,t
Habitaciòn privada a 5m de Desierto de los Leones,t
BEST 5star 2BR apartment new POLANCO +amenities GT,t
Wonderful apartment w/ terrasse in colonia Condesa,t
Cómoda estancia en habitación privada con baño WTC,t
Cozy and jovial room in vintage house.,t
Comfortable room in centric location,t
Your room with large and nice balcony.,t
Encuentra en La Casa de los Mapas el balance entre lo moderno y lo acogedor,t
Casita Azul en el corazón de Reforma Lomas,t
2BD★Chapultepec ★Condesa★  Polanco 100% Sanitized!,t
"Tule, a Majestic room with an ancient garden",t
"Jacaranda, bright and friendly room",t
"Dalia, a quiet atmosphere for you",t
"Quetzal, cozy room in a quiet environment",t
"Oro, bright and energizing room for you",t
"Alebrije, private dynamic room with all you need",t
"Linda recámara, bien iluminada para 3 personas",t
2BR/2BA Roma Nte renovated apt 1 block La Condesa,t
Savor Condesa and Roma vibe from a charming refuge,t
Habitación luminosa con baño privado muy centrico,t
New apartment in the best work area of Coyoacán,t
Recámara muy iluminada con bonita vista.,t
Shared apartment next to roof garden,t
La Esperanza,t
Bonito departamento muy cerca de CU y Coyoacán,t
Lovely place in the best neighborhood / Roma Norte,t
Beautiful and quite room in Escandon,t
"Suite⭐️ P.B. Equipada, Entrada Independiente Para 2",t
Amazing apartment in Roma Sur,t
Habitación Kahlo en Casa Allende,t
Habitación Diego Rivera en Casa Allende Coyoácan,t
Amplia habitación cerca de Antara y Carso,t
Sunny happy apartment in Hipodromo Condesa,t
Nice House 6 - 9 people  -  Bonita Casa,t
Bed comfortable & breakfast to 10 min of downtown.,t
Dulcinea en el corazón de Polanco,t
Cozy apartment in Coyoacan,t
Completly renewed Art Deco Apartment in Roma!!,t
Private room in a new apartment with amenities!,t
Polanco! Up to 3 apartments in the same building,t
Cozy room with street view in well connected area,t
"Nice, Bright and Comfy room Near Insurgentes Ave",t
Cuauhtemoc - large room in shared apartment,t
"Sanitized room PEMEX,Polanco, Reforma⭐️⭐️⭐️⭐️⭐️",t
Cuauhtémoc - cosy room in shared apartment,t
Terrace of Dreams | Condesa,t
Old School next to St. Regis | *New* 2019,t
Penthouse next to St. Regis | Terrace | *NEW* 2019,t
"Modern Condo between Roma & Condesa, Rooftop Pool",t
PRIVATE SUITE IN COYOACAN NEIGHBORHOOD,t
Disfruta de una vista espectacular rodeado de comodidad en este Loft en Santa Fe,t
New Apartment close of Perisur Mall,t
"Hermoso apartamento 3 recámaras, colonia Escandón.",t
Comfortable room in an apartment at la del Valle!,t
Recamara con todos los servicios cerca de santa Fe,t
"Habitación en la Casa Azul, Coyoacán",t
Hermoso depa en Avenida Santa Fe (cerca Expo SF),t
Habitación con baño privado e internet veloz,t
Cozy King Size Room ( Tepito Room Condesa Haus),t
Increíble depa en Reforma 156 mts en el centro,t
Polanco Plaza Carso SOUMAYA Antara - Room Yatzil,t
Red Room,t
White Loft,t
"Luxe Location, Art & Design, 2 Terraces, @Polanco",t
Oportuna habitación en CDMX (Habitación 1),t
EL REFUGIO DE MARTHA,t
"Air Lux King-Bed  ""Best place I've ever stayed""",t
Departamento roma,t
Amazing art deco studio in chic Condesa,t
“Como en casa”,t
"Super centric,4.20 friendly beautiful neighborhood",t
Blue Apartment (independiente),t
Private Bedroom in Condesa in front of forest,t
Cozy apartment in the heart of La Roma & Condesa.,t
"Encantadora Recámara - 2 camas, baño Exclusivo -",t
Bonito/ubicado Zona de Hospitales Tlalpan Centro,t
Castle and Volcanoes view in the same apartment 5*,t
LOFT EQUIPADO SANITIZADO,t
★ The attic ★ Panoramic garden 10 min CitiBanamex,t
SAN PETER WTC: DEPARTAMENTO NUEVO ESPECTACULAR,t
Bird’s View | 2 Penthouses in the same building,t
"Recámara, cómoda, iluminada, excelente vista.",t
Habitacion con baño privado. Entrada independiente,t
Comfortable duplex in the heart of Condesa,t
Recuerdos de Xochimilco,t
"Bed in double room, hostel type in Casa Eufemia",t
Charming 2br House in the Heart of Condesa,t
El Cuartito Privado,t
"Moderno departamento, terraza privada.",t
"Comfort and security guaranteed, super central!",t
Casa Eufemia Hab No. 2 / 1 persona (Max 2px),t
Departamento Be Grand Alto Pedregal,t
Moctezuma: lugar ideal para aislarse en Coyoacán,t
Exquisite Penthouse with Terrace,t
Casa Eufemia Hab No. 3 / 1 persona (Max 4px),t
HOTEL CASA EMILIA.   Room No. 2 (Great location),t
HOTEL CASA EMILIA.  Room No. 3 (Great location),t
HOTEL CASA EMILIA.   Room No. 4 (Great location),t
HOTEL CASA EMILIA Room No. 5 (Great Location),t
HOTEL CASA EMILIA Room No. 6 (Great location),t
CDMX Fantástico Departamento de Estilo en Piso 20,t
Harmonious petty appartment,t
Casa Eufemia Hab  No. 1 / 1 persona (Max 2px),t
Casa Eufemia Hab No. 3 / 1 persona (Max 4px),t
Casa Eufemia Hab No. 6 / 1 persona (Max 6px),t
Un agradable espacio entre letras.  ¡Bienvenido!,t
Linda habitación en La Roma ! Mexico City,t
Departamento de lujo,t
Renta habitación zona hospitales Tlalpan (hombres),t
Renta habitación zona hospitales Tlalpan (hombres),t
Renta habitación zona hospitales Tlalpan (mujeres),t
Renta habitación zona hospitales Tlalpan (mujeres),t
Renta habitación zona hospitales Tlalpan (mujeres),t
Habitación en casa muy bien ubicado al norte CDMX,t
Luxurious apartment in Roma Norte with parking,t
"Extraordinary, comfortable and central room A",t
Habitación privada WTC,t
"Incredible Town House in Roma Sur, Condesa, WTC",t
Increíble y Acogedor  Loft  en CDMX,t
The Picadilly Rose - Private Zona Rosa Apartment!,t
Art Deco & Modern Apt with Rooftop in Condesa!,t
GREAT MODERN-SUNNY PH LUXE,t
Habitación Doble Tipo Hostal en Casa Eufemia,t
Brand New & Beautiful Apartment in Coyoacan,t
Recamara en Toreo Parque Central con vigilancia,t
VERSÁTIL departamento fin de semana Plaza Carso,t
Habitación doble con baño privado,t
Acogedor apartamento en colonia del valle,t
Lindo Estudio-recamara con baño.,t
Polanco Cozy & Nice Apartment,t
Cozy full apartment,t
Casa para 4 personas en el Centro de Coyoacan,t
Casita independiente en el centro de Coyoacan,t
Habitación en zona céntrica de la ciudad de México,t
La casa de la tía,t
HABITACION CONDESA GREEN,t
"Sophisticated MASARYK, few steps Parque Lincoln",t
DEPTO COMPLETO Y EQUIPADO A UN PASO DE LA VILLA,t
Super comfortable room 2 blocks from Reforma Av,t
Beautiful apartment in a perfect location.,t
Bonito Departamento,t
LOVELY LOFT COYOACAN (FRIDA),t
Great Luxe P.H. + 6BR in the same building.,t
"BIG, BEAUTIFUL & LUMINOUS PRIVATE ROOM IN CONDESA",t
"Roma, Ciudad de México. Independiente y céntrico.",t
Fancy Private Room in México City,t
Desinfected. Mexican Style 2rooms Roma Norte,t
COZY SOFA-BED IN AMAZING APARTMENT IN LA CONDESA,t
Apartment in Downtown Mexico City. Great location!,t
"Habitación con iluminación natural, vista verde.",t
Casa Eufemia Hab No. 1 Doble (2px),t
Linda habitación en acogedor depa en la Del Valle,t
Award-winning apartment in the Polanco area,t
Habitación 3,t
Departamento cerca UNAM y zona de hospitales hab 1,t
My home in Reforma,t
Hogar y negocios - Business & home,t
